i,gender,ht
12132,1,149.9
12133,2,149.1
12134,1,168.6
12135,1,158.2
12136,1,170.6
12137,2,162.2
12138,2,145.1
12139,1,158.2
12140,2,166.2
12141,1,168.5
12142,2,158.8
12143,1,166.5
12144,2,150
12145,1,166.5
12146,2,159.9
12147,1,171.1
12148,1,176.6
12149,1,172.7
12150,2,149.4
12151,1,168.4
12152,1,166.5
12153,2,162.7
12154,1,173.5
12155,1,171.8
12156,1,165.4
12157,2,155.7
12158,1,171.6
12159,2,159.3
12160,1,160.3
12161,2,157.7
12162,1,172.9
12163,1,171.4
12164,2,155.6
12165,1,166
12166,2,161.4
12167,1,182.5
12168,1,177.7
12169,1,165.9
12170,2,146.2
12171,2,145.8
12172,1,175
12173,2,160.5
12174,1,172.2
12175,2,163.1
12176,1,164.6
12177,2,143.8
12178,1,172.9
12179,2,152.9
12180,1,171.6
12181,2,154.7
12182,1,170.1
12183,2,150.5
12184,1,174.8
12185,2,147.6
12186,2,145.8
12187,1,164.4
12188,2,171.1
12189,2,155.5
12190,2,154.6
12191,1,160.2
12192,2,154.8
12193,1,163.9
12194,2,152.8
12195,1,165.2
12196,2,161.8
12197,1,171.7
12198,2,157.2
12199,2,150.2
12200,1,167.5
12201,2,160.2
12202,2,150.1
12203,1,168.4
12204,2,153.7
12205,1,159.5
12206,2,154.9
12207,1,179.7
12208,2,165.6
12209,1,164.1
12210,2,154.1
12211,1,168.9
12212,1,167.9
12213,2,161
12214,1,164.9
12215,1,165
12216,2,162.9
12217,1,174.9
12218,2,147.7
12219,1,160.7
12220,2,147.5
12221,2,154
12222,1,167.9
12223,1,178.8
12224,2,155
12225,1,172.3
12226,1,174.5
12227,2,151.7
12228,1,173.1
12229,2,166.6
12230,1,152
12231,2,170.3
12232,1,165.5
12233,2,156.4
12234,1,185.8
12235,2,165.8
12236,1,161.9
12237,2,151.3
12238,2,153.7
12239,1,163.8
12240,1,172.4
12241,1,174.5
12242,2,153.4
12243,2,164.2
12244,1,162.3
12245,2,156.8
12246,2,160.4
12247,1,158.9
12248,2,156.6
12249,2,155.7
12250,1,183.3
12251,2,159.7
12252,2,166.5
12253,2,148.6
12254,2,169.5
12255,1,168
12256,2,158.1
12257,1,170.6
12258,2,156.7
12259,2,159.3
12260,1,169.7
12261,2,148.1
12262,1,167.2
12263,2,150.7
12264,2,157.5
12265,2,162
12266,1,161.4
12267,1,166.6
12268,2,156
12269,2,146.9
12270,1,166.9
12271,1,180.1
12272,1,171
12273,2,160.2
12274,1,173.4
12275,2,160.3
12276,1,170.3
12277,2,149.1
12278,1,178.9
12279,2,147.3
12280,1,175.9
12281,1,175.1
12282,2,162.1
12283,1,182.8
12284,1,170.7
12285,2,156.8
12286,1,174.3
12287,2,164.9
12288,1,169.2
12289,2,156.1
12290,1,164.8
12291,2,162.9
12292,1,161.1
12293,2,156.3
12294,2,158.7
12295,1,174.3
12296,1,167.9
12297,2,144.9
12298,1,172.9
12299,2,153.2
12300,1,169.5
12301,2,155.5
12302,1,175.2
12303,2,163.4
12304,1,178.9
12305,2,165.7
12306,1,168.8
12307,2,150.6
12308,2,155.7
12309,2,159.2
12310,1,171.9
12311,2,166.6
12312,1,175.7
12313,2,161.7
12314,1,162.8
12315,2,157.3
12316,2,155.6
12317,2,163.1
12318,2,165.6
12319,2,153.9
12320,1,170.9
12321,2,155.2
12322,2,156.5
12323,1,166.7
12324,2,143.9
12325,1,169.4
12326,2,164.5
12327,1,167.9
12328,2,160.5
12329,1,165.8
12330,2,163.3
12331,1,168.1
12332,2,156.8
12333,1,170.1
12334,2,151.3
12335,1,164.8
12336,1,183.2
12337,1,171.9
12338,2,152.2
12339,1,166.8
12340,2,152.7
12341,1,171.2
12342,2,146.4
12343,1,162.3
12344,2,158.5
12345,1,168.4
12346,2,150.9
12347,1,165.9
12348,2,163.1
12349,2,156.9
12350,2,141
12351,1,177.3
12352,2,148.9
12353,2,153.9
12354,2,162.2
12355,1,161
12356,2,150.1
12357,1,164.1
12358,2,161.5
12359,1,178.6
12360,2,158.3
12361,2,159.1
12362,1,169.5
12363,2,158.8
12364,2,157.7
12365,2,163.5
12366,2,155.7
12367,1,168.3
12368,2,156.5
12369,1,172
12370,2,156.4
12371,1,161.3
12372,2,163.7
12373,1,177.1
12374,2,163.1
12375,1,174.9
12376,2,153.2
12377,1,165.4
12378,2,160.3
12379,2,149.4
12380,1,168.8
12381,2,151
12382,2,159.8
12383,1,165.6
12384,2,157.8
12385,1,172.3
12386,2,151.1
12387,1,166.4
12388,1,166.3
12389,2,162.1
12390,1,165
12391,2,151.5
12392,2,163.4
12393,2,160.3
12394,2,155.5
12395,2,157.4
12396,1,170
12397,2,160.9
12398,2,156
12399,1,168.8
12400,2,161.5
12401,1,162.7
12402,1,183.3
12403,1,167.1
12404,2,154.2
12405,2,148.1
12406,1,167.5
12407,2,154
12408,2,164.2
12409,1,161
12410,2,159.6
12411,1,152.4
12412,2,154.3
12413,1,163.9
12414,2,156
12415,1,173.9
12416,1,175.1
12417,1,173.5
12418,1,162.1
12419,2,157.5
12420,1,159.9
12421,2,159.9
12422,1,176.3
12423,2,164
12424,1,180.5
12425,2,158.5
12426,2,155.5
12427,1,154.9
12428,2,152.9
12429,1,168.7
12430,2,167.8
12431,1,174.8
12432,2,158.4
12433,1,165.2
12434,2,149.9
12435,1,172.2
12436,2,153.5
12437,1,160.1
12438,2,150.4
12439,1,168.8
12440,2,150.1
12441,1,168.1
12442,1,165.2
12443,2,156.9
12444,1,165.8
12445,2,159
12446,2,149.3
12447,1,171.8
12448,1,176.8
12449,2,157.5
12450,1,177
12451,2,150.8
12452,1,167.5
12453,1,174.8
12454,2,150.4
12455,1,178.2
12456,2,159.3
12457,1,173.6
12458,2,149.3
12459,1,164.4
12460,2,159.9
12461,1,162.3
12462,2,153.6
12463,1,175.8
12464,1,160.7
12465,2,154.1
12466,2,155.3
12467,1,164.4
12468,2,155
12469,1,169.3
12470,1,160.6
12471,2,154.6
12472,1,181.3
12473,2,150.9
12474,2,157.8
12475,1,173.5
12476,2,152.5
12477,2,150.3
12478,1,172.4
12479,2,152.5
12480,1,163.2
12481,2,157.5
12482,2,151
12483,2,158.3
12484,1,169.9
12485,2,149.3
12486,1,167
12487,1,170.8
12488,1,168.5
12489,2,156.4
12490,1,169.4
12491,2,154.8
12492,2,154.6
12493,2,163.2
12494,1,176.8
12495,1,177.6
12496,2,156.6
12497,1,184.7
12498,1,173.3
12499,1,159.6
12500,2,158.3
12501,2,155
12502,2,160.7
12503,2,153
12504,2,159.6
12505,1,161.3
12506,2,144.9
12507,2,157.1
12508,1,160.2
12509,2,133
12510,1,174.9
12511,2,162.9
12512,2,151.4
12513,1,172.6
12514,2,154.2
12515,1,176.1
12516,1,167.2
12517,2,150.6
12518,1,172.4
12519,1,172.4
12520,2,151.4
12521,2,159.6
12522,1,168.4
12523,2,150
12524,2,156.1
12525,1,172.8
12526,2,151.5
12527,1,173.3
12528,2,155.5
12529,2,154.5
12530,1,154.4
12531,2,153.4
12532,1,159.7
12533,2,151.5
12534,2,156.7
12535,1,176
12536,2,160
12537,1,174.9
12538,2,152.9
12539,1,177
12540,2,162.2
12541,1,163.3
12542,2,153.9
12543,1,164.3
12544,1,163.5
12545,2,157.1
12546,1,168.7
12547,1,166.5
12548,2,154.3
12549,1,159.5
12550,2,157.4
12551,2,156.9
12552,2,159.9
12553,2,153.5
12554,1,173.3
12555,2,152.8
12556,2,166.8
12557,2,147.4
12558,1,163.5
12559,2,150.9
12560,1,172
12561,2,147.6
12562,1,169.9
12563,2,156.8
12564,2,162.8
12565,2,147.2
12566,1,171.2
12567,2,144.6
12568,1,178.3
12569,1,172.5
12570,1,166.5
12571,2,153.2
12572,2,152.4
12573,1,164.8
12574,2,155.3
12575,1,159.5
12576,2,155.7
12577,2,155.7
12578,2,160
12579,2,149.5
12580,1,176
12581,1,163.8
12582,2,159.4
12583,1,177.7
12584,2,150.6
12585,1,167.6
12586,2,162.3
12587,1,171.6
12588,2,153.5
12589,1,172.5
12590,1,166.9
12591,2,145.5
12592,1,167.7
12593,2,156.8
12594,2,156.5
12595,1,169.5
12596,2,159.9
12597,1,168.1
12598,2,164.2
12599,1,175.6
12600,2,154.1
12601,2,163.8
12602,1,167.5
12603,2,152.8
12604,2,154.3
12605,1,177.4
12606,2,162.3
12607,1,172.6
12608,2,155
12609,2,159.8
12610,2,156
12611,1,188.2
12612,2,166.4
12613,2,153.6
12614,1,164.3
12615,2,164.2
12616,2,155.5
12617,1,170.3
12618,2,161.5
12619,2,161.7
12620,1,172.2
12621,2,149.9
12622,2,156.7
12623,1,170.9
12624,1,173.4
12625,2,153.4
12626,2,148.9
12627,1,178.9
12628,2,153.8
12629,2,149.8
12630,2,147.9
12631,1,170.3
12632,2,158.4
12633,1,193.3
12634,1,174.1
12635,2,158.4
12636,1,184.9
12637,1,164.4
12638,1,174.7
12639,2,164.9
12640,1,174.8
12641,2,154.9
12642,1,170.9
12643,2,157.4
12644,1,162.3
12645,2,145.4
12646,1,171.7
12647,2,162
12648,2,151.1
12649,1,176.9
12650,2,160
12651,2,159.8
12652,2,158.5
12653,1,168.2
12654,1,165
12655,1,167.7
12656,2,153.2
12657,1,169.4
12658,2,151.4
12659,2,155.1
12660,1,168.8
12661,2,153.5
12662,1,166.3
12663,2,161.7
12664,2,149.2
12665,1,175.9
12666,2,167
12667,1,167.3
12668,2,155.8
12669,1,179.8
12670,1,175
12671,1,168
12672,2,152.9
12673,2,145.8
12674,2,156.2
12675,2,159.4
12676,1,158
12677,2,155.8
12678,1,161.2
12679,2,142.7
12680,1,163.6
12681,2,159.2
12682,1,164.9
12683,2,153.3
12684,2,148.3
12685,1,166.9
12686,2,159.5
12687,1,169.5
12688,2,157
12689,1,163.8
12690,1,167
12691,2,154.2
12692,1,175.4
12693,2,157.8
12694,1,176.4
12695,2,146.7
12696,1,162.5
12697,2,163
12698,1,168.3
12699,2,158.8
12700,1,170.1
12701,2,160
12702,1,181.4
12703,2,151.3
12704,1,179.2
12705,2,156.6
12706,2,155.1
12707,1,172.8
12708,2,153.9
12709,2,150
12710,2,150.1
12711,2,149.1
12712,1,175.8
12713,2,152.9
12714,1,157.2
12715,2,152.8
12716,1,169.8
12717,2,150.6
12718,1,158.4
12719,2,155.8
12720,1,175.8
12721,2,162.2
12722,1,176.4
12723,1,173.2
12724,1,160.7
12725,2,161.8
12726,1,163.4
12727,2,150.3
12728,1,172.3
12729,1,173.3
12730,2,164.1
12731,2,161.2
12732,1,167.2
12733,2,155.9
12734,1,169.2
12735,2,157.2
12736,2,155.6
12737,1,173.6
12738,2,162
12739,2,159.4
12740,2,158.8
12741,2,154.3
12742,1,175.6
12743,2,161.5
12744,1,172.2
12745,2,156.9
12746,1,167.8
12747,2,165.9
12748,1,173.3
12749,2,152.4
12750,1,177.5
12751,2,154.1
12752,1,172
12753,2,157.8
12754,1,182.5
12755,2,157.8
12756,1,175.5
12757,2,162.6
12758,1,169.9
12759,2,162.9
12760,1,167.2
12761,2,159.1
12762,2,165.2
12763,2,149.4
12764,2,154.4
12765,1,172.9
12766,2,157.6
12767,1,169.2
12768,2,153.3
12769,1,166.8
12770,2,156.8
12771,1,172.2
12772,2,163.2
12773,1,169.8
12774,2,154.3
12775,2,157
12776,2,159.2
12777,2,158.6
12778,1,157.9
12779,2,161
12780,1,170.8
12781,1,174.8
12782,2,148.5
12783,2,159.2
12784,1,170.9
12785,2,153.1
12786,2,162.3
12787,2,160.9
12788,1,164.2
12789,2,155.5
12790,1,167.4
12791,2,157.4
12792,1,160.1
12793,2,154
12794,1,167.6
12795,2,156.3
12796,1,174.2
12797,2,161.4
12798,2,159.8
12799,1,171.5
12800,2,154.6
12801,2,160.6
12802,1,174.8
12803,2,167.1
12804,1,176.9
12805,2,159.5
12806,1,176.1
12807,2,157.4
12808,1,174.5
12809,2,157.7
12810,1,176.8
12811,2,159.4
12812,1,172.1
12813,2,154.8
12814,1,169.4
12815,2,160.5
12816,2,161.7
12817,2,160.9
12818,1,177
12819,2,153
12820,1,169.6
12821,2,168.2
12822,1,172
12823,2,155.3
12824,1,166.5
12825,1,167.8
12826,2,163
12827,1,148.2
12828,2,150.8
12829,1,175.1
12830,2,151.8
12831,2,158.1
12832,1,160.6
12833,2,157.9
12834,1,157.8
12835,2,150.8
12836,1,165.5
12837,2,151.2
12838,2,156.3
12839,1,166.7
12840,2,151.6
12841,2,164
12842,2,161.6
12843,2,150.7
12844,1,168.2
12845,2,155.1
12846,1,170.9
12847,2,155
12848,1,166.5
12849,2,161.3
12850,1,169.1
12851,2,157.5
12852,2,160.8
12853,2,157.9
12854,1,177.8
12855,2,158.8
12856,2,145.8
12857,1,173.2
12858,1,176.4
12859,2,164.4
12860,1,170
12861,1,168.7
12862,2,157.9
12863,1,170.5
12864,2,163.5
12865,1,171.7
12866,2,162.8
12867,1,159.8
12868,2,141.5
12869,2,162.3
12870,2,152.4
12871,2,156.9
12872,1,165.2
12873,1,160.3
12874,2,158.2
12875,2,161.1
12876,1,171.8
12877,2,158.7
12878,1,163.3
12879,2,152.4
12880,1,170.2
12881,2,153.2
12882,2,153.1
12883,2,156.1
12884,2,153.2
12885,1,174.4
12886,1,182.8
12887,1,169.1
12888,2,153.1
12889,1,165.6
12890,1,175.3
12891,1,166.8
12892,1,156.8
12893,1,168.7
12894,2,155.9
12895,1,177.7
12896,2,156.4
12897,1,173.5
12898,2,170.8
12899,2,152.5
12900,1,177.5
12901,2,149.1
12902,1,169.2
12903,2,151.1
12904,2,159.2
12905,1,168.5
12906,2,158.4
12907,1,173.2
12908,1,179.9
12909,1,177.6
12910,2,159.6
12911,1,164.7
12912,2,157.7
12913,1,176
12914,2,158.4
12915,1,167.4
12916,2,158.4
12917,1,163.1
12918,2,159.4
12919,2,163.3
12920,2,157.5
12921,1,162.1
12922,2,154.1
12923,1,169.1
12924,2,161.1
12925,1,176
12926,2,146.1
12927,1,175.5
12928,1,163.5
12929,1,164.4
12930,2,149.2
12931,2,163.6
12932,2,168.5
12933,1,165.7
12934,2,153.6
12935,1,174.1
12936,2,157.8
12937,1,175.2
12938,2,159.3
12939,1,169.8
12940,2,162.8
12941,1,166.4
12942,2,150.4
12943,1,172.8
12944,2,149.8
12945,1,165.3
12946,1,179.8
12947,2,156.3
12948,1,157.1
12949,2,150.1
12950,2,153.9
12951,1,169.1
12952,1,170.4
12953,2,157
12954,2,148.4
12955,1,174.9
12956,2,158.4
12957,1,167.2
12958,2,157.5
12959,1,166.5
12960,1,168.1
12961,2,155.3
12962,2,155.9
12963,1,170.2
12964,1,154.3
12965,2,146.5
12966,1,168.4
12967,2,166.2
12968,1,176.1
12969,2,153.2
12970,2,149.6
12971,1,178.5
12972,1,165.2
12973,2,155.5
12974,1,163.1
12975,2,149.5
12976,1,172.4
12977,2,152
12978,2,145.1
12979,1,172.7
12980,2,159.8
12981,1,177.7
12982,1,181.2
12983,2,152
12984,2,159.7
12985,2,152.5
12986,1,172
12987,2,157.3
12988,2,158.8
12989,1,173.4
12990,2,166.8
12991,1,165.4
12992,2,157
12993,1,173.3
12994,2,159.1
12995,1,165.5
12996,2,163.1
12997,2,160.1
12998,2,161.1
12999,1,177.1
13000,2,170.1
13001,2,156.5
13002,1,175.9
13003,2,156.5
13004,1,174.5
13005,2,172.7
13006,1,165.3
13007,2,156.4
13008,1,163.1
13009,2,154.4
13010,2,149.9
13011,1,166.1
13012,2,157.1
13013,1,166.8
13014,2,155.3
13015,1,169.9
13016,2,157.5
13017,1,169.9
13018,2,156.9
13019,1,168.9
13020,2,155.4
13021,2,157.4
13022,2,152.9
13023,1,163.1
13024,2,146.6
13025,1,175.5
13026,2,159.9
13027,1,154.9
13028,2,148
13029,1,173
13030,2,167.8
13031,2,160.7
13032,1,171.5
13033,2,162.4
13034,2,146.9
13035,2,153.8
13036,2,162.1
13037,1,163
13038,1,167.8
13039,2,152.6
13040,1,155.6
13041,2,146
13042,1,154.2
13043,2,159.5
13044,2,148.8
13045,1,180.3
13046,2,155.8
13047,2,151.1
13048,1,170.1
13049,1,166.4
13050,2,151.7
13051,2,153.7
13052,1,172.3
13053,1,169
13054,2,162.4
13055,2,151.2
13056,1,164.4
13057,2,144.4
13058,1,176.7
13059,2,153.8
13060,2,154.6
13061,2,167.6
13062,1,175.5
13063,2,157.9
13064,1,161.4
13065,2,163.8
13066,2,155
13067,2,149.2
13068,1,166.2
13069,2,150.4
13070,2,149.8
13071,1,172.7
13072,1,161.6
13073,2,163.3
13074,1,166.7
13075,2,154
13076,1,171.8
13077,2,157.7
13078,1,172
13079,2,158.8
13080,1,176.2
13081,2,160.4
13082,2,163.2
13083,2,153.1
13084,2,153.8
13085,1,169.2
13086,2,150.9
13087,2,154.1
13088,1,170.9
13089,2,145.3
13090,1,164.8
13091,2,160.5
13092,1,168.9
13093,2,160.5
13094,2,146.3
13095,2,158.9
13096,2,149.8
13097,1,168.2
13098,2,158
13099,2,146.8
13100,1,162
13101,2,159
13102,1,166.3
13103,2,149.4
13104,1,175.4
13105,2,159.3
13106,1,166.2
13107,2,147
13108,1,161.6
13109,2,150.8
13110,1,170.5
13111,2,155.7
13112,2,153.8
13113,2,149.8
13114,2,152.8
13115,2,148.6
13116,2,163.4
13117,1,165.9
13118,2,150.2
13119,2,150.5
13120,1,168.6
13121,1,165.7
13122,2,144.2
13123,2,157.6
13124,1,157.8
13125,2,151.8
13126,1,162.4
13127,2,163.3
13128,1,166.1
13129,2,156.3
13130,1,171.2
13131,2,155.1
13132,2,169.9
13133,2,148.9
13134,2,146.7
13135,1,171.7
13136,2,152.2
13137,2,152.2
13138,1,172.6
13139,1,173.2
13140,2,152.9
13141,1,168.7
13142,2,156.2
13143,1,164.5
13144,2,144.4
13145,1,174.5
13146,2,154.5
13147,1,161.5
13148,2,157.5
13149,2,157.2
13150,2,168.5
13151,1,171.5
13152,2,160
13153,1,178.1
13154,1,144.4
13155,2,159.9
13156,1,171.5
13157,1,162.2
13158,1,171
13159,2,155.2
13160,1,173.4
13161,2,164
13162,1,162
13163,2,130.5
13164,1,171.2
13165,2,152.5
13166,1,177.2
13167,2,155.9
13168,2,154.5
13169,1,159.1
13170,2,155.6
13171,2,143.6
13172,1,173.1
13173,2,157.5
13174,1,164
13175,2,150.2
13176,1,160.5
13177,2,153
13178,1,162.3
13179,2,157
13180,2,146.3
13181,1,175.4
13182,2,161.3
13183,1,163
13184,2,158.7
13185,1,169.5
13186,1,170.1
13187,2,147.6
13188,1,168.3
13189,1,174.5
13190,2,152
13191,2,156.1
13192,1,171.5
13193,1,174.1
13194,2,157.4
13195,2,164.7
13196,1,161
13197,2,162.9
13198,1,169.1
13199,1,174.1
13200,2,155.4
13201,1,183.6
13202,1,175.4
13203,2,152.3
13204,1,169.6
13205,2,151.1
13206,1,161.8
13207,2,150.9
13208,1,167
13209,2,163.4
13210,1,172.3
13211,2,154.2
13212,1,160.1
13213,2,154.1
13214,2,150.3
13215,1,164.3
13216,2,156.9
13217,1,176.1
13218,2,162.2
13219,1,173.6
13220,2,153
13221,1,169.3
13222,2,154
13223,2,156
13224,1,179.8
13225,2,165.9
13226,1,177.3
13227,2,154.2
13228,1,175.4
13229,2,157.9
13230,1,178.2
13231,1,168.9
13232,2,154.7
13233,1,171.1
13234,2,155.5
13235,2,151.8
13236,1,167.9
13237,1,166.9
13238,2,155.4
13239,1,180.8
13240,1,180.2
13241,1,178.2
13242,2,156.7
13243,1,167.3
13244,2,153.7
13245,1,161.6
13246,2,156
13247,2,159.5
13248,1,172
13249,2,149.2
13250,2,160
13251,1,178.4
13252,1,165
13253,2,155.2
13254,1,168.4
13255,2,161.9
13256,1,169.9
13257,2,154.3
13258,1,180
13259,2,147.4
13260,1,168
13261,2,160.2
13262,1,173.7
13263,2,156.1
13264,2,159.2
13265,2,152.4
13266,1,164.4
13267,2,159.5
13268,2,157.4
13269,1,163.1
13270,2,164.7
13271,1,170.4
13272,2,166.7
13273,1,175.9
13274,2,164.7
13275,1,181.2
13276,2,161.3
13277,1,166.8
13278,2,161.8
13279,1,169.8
13280,2,167.3
13281,1,171.9
13282,2,161.5
13283,1,174.2
13284,1,164.7
13285,2,159
13286,1,171.5
13287,2,155.9
13288,2,152.8
13289,1,171.2
13290,2,160.9
13291,2,150.4
13292,1,171.2
13293,2,158.1
13294,1,171.8
13295,2,159.9
13296,1,176.3
13297,2,159.7
13298,1,174.4
13299,2,159.8
13300,1,168.6
13301,2,170.7
13302,1,172.1
13303,2,161.6
13304,1,163.3
13305,1,174.1
13306,2,159
13307,1,161.9
13308,2,153.6
13309,2,155
13310,2,150.7
13311,2,165.6
13312,2,155.2
13313,1,165.6
13314,2,165
13315,1,173.5
13316,2,160
13317,1,178.1
13318,2,154.5
13319,2,159.5
13320,1,167.5
13321,2,164.5
13322,1,160.1
13323,2,152.9
13324,1,170
13325,2,159.8
13326,1,174.2
13327,2,164.3
13328,1,175
13329,2,160.5
13330,1,165
13331,1,171.2
13332,2,155.5
13333,2,154.9
13334,1,167.2
13335,2,157.2
13336,1,176.8
13337,2,152.2
13338,1,170.9
13339,2,167
13340,1,163.4
13341,2,153.2
13342,2,162.7
13343,1,171.8
13344,2,158.5
13345,2,167.6
13346,1,182.9
13347,1,174.4
13348,2,161
13349,1,160.7
13350,2,157.9
13351,2,160
13352,1,175.3
13353,2,169.7
13354,1,173.9
13355,2,155.5
13356,1,155.7
13357,2,152.4
13358,1,171
13359,1,178.9
13360,1,169.5
13361,2,152.7
13362,1,174.2
13363,2,152.9
13364,1,175
13365,2,165.5
13366,2,169.3
13367,1,170.7
13368,2,164.6
13369,1,164.2
13370,2,158
13371,1,167.6
13372,2,159.4
13373,2,162.8
13374,1,164.8
13375,2,157.9
13376,1,172.6
13377,2,161
13378,2,163.9
13379,1,183.1
13380,2,158.5
13381,1,164.4
13382,2,162.7
13383,1,169.1
13384,2,154.9
13385,1,173.2
13386,1,164
13387,2,162
13388,1,177.7
13389,1,172.6
13390,2,166.3
13391,1,173.6
13392,2,160.4
13393,1,168.8
13394,1,168.4
13395,1,170.8
13396,2,155.7
13397,2,166.2
13398,1,174
13399,2,163.5
13400,2,158.3
13401,1,179.4
13402,2,164.3
13403,1,176.6
13404,1,172.6
13405,2,156.8
13406,2,170.6
13407,2,154.1
13408,2,167.3
13409,2,157.1
13410,2,162.6
13411,2,157.8
13412,1,169
13413,2,159
13414,2,158.5
13415,2,158.9
13416,1,170.9
13417,2,153
13418,1,180
13419,2,159.2
13420,1,178.2
13421,2,161.5
13422,1,176.3
13423,2,163.3
13424,1,167.7
13425,2,161.5
13426,2,156.7
13427,1,163.5
13428,1,174.8
13429,2,159.6
13430,2,166.5
13431,1,176.6
13432,2,159.2
13433,1,163.4
13434,2,155.4
13435,1,170
13436,1,168.4
13437,2,158.1
13438,2,163.2
13439,1,174.6
13440,2,160.2
13441,1,176.6
13442,1,176
13443,2,156.8
13444,2,165.6
13445,1,170.2
13446,2,167.2
13447,1,169.6
13448,2,157.6
13449,1,177.7
13450,2,165.9
13451,1,171.9
13452,2,156.2
13453,1,175.4
13454,2,155
13455,2,152.8
13456,1,175.9
13457,2,157
13458,2,154.1
13459,1,181.1
13460,2,153.4
13461,2,157.4
13462,2,155.5
13463,1,169.5
13464,1,172.5
13465,2,159.3
13466,1,177.5
13467,2,154.3
13468,1,169.3
13469,2,160.3
13470,2,161.3
13471,2,159.9
13472,1,172.3
13473,2,146.7
13474,1,170.9
13475,2,151.1
13476,2,173
13477,1,178.6
13478,2,162.4
13479,2,153.8
13480,2,154.4
13481,1,173.2
13482,2,168.2
13483,2,165
13484,1,165.1
13485,2,153.9
13486,1,178.6
13487,2,153.4
13488,2,157.9
13489,2,154.8
13490,2,158.1
13491,1,173.9
13492,2,153.4
13493,1,165.6
13494,2,160
13495,1,180.2
13496,2,162
13497,2,155.8
13498,1,168.6
13499,2,158.9
13500,1,172.4
13501,1,177.8
13502,2,154.5
13503,1,172.5
13504,2,158.2
13505,2,162.4
13506,1,169.1
13507,2,157.8
13508,2,156.5
13509,1,165.7
13510,2,157.5
13511,1,173.4
13512,2,151.4
13513,1,163.1
13514,2,162.3
13515,1,174.1
13516,2,170.4
13517,1,177.7
13518,2,159.9
13519,1,176.6
13520,2,166.2
13521,1,173.7
13522,2,151.4
13523,1,177.1
13524,2,149.7
13525,2,156.8
13526,2,162
13527,1,167.3
13528,2,159
13529,2,163.9
13530,2,161.7
13531,2,164
13532,1,170
13533,2,153.6
13534,1,167
13535,2,160
13536,1,167
13537,2,159
13538,1,168.8
13539,1,164.2
13540,2,157.7
13541,2,159.8
13542,1,170.9
13543,2,161.9
13544,1,173.4
13545,2,163.7
13546,2,165.8
13547,2,162.8
13548,1,178.3
13549,2,162.4
13550,1,167
13551,2,152.5
13552,1,163.1
13553,2,157.1
13554,1,179
13555,2,160.8
13556,2,155.6
13557,2,152.1
13558,1,185.5
13559,2,160.3
13560,1,173.3
13561,1,170.1
13562,1,172.6
13563,2,164
