i,gender,ht
10494,1,170.2
10495,1,181.6
10496,2,166.7
10497,2,152.2
10498,1,169.9
10499,2,165.5
10500,2,156.8
10501,1,167.5
10502,2,165.5
10503,1,166.8
10504,2,161.8
10505,2,169.1
10506,2,155.6
10507,2,162.1
10508,1,178.6
10509,2,154.1
10510,2,159.2
10511,1,169.6
10512,2,158.1
10513,2,164
10514,2,173
10515,2,166.2
10516,2,158.5
10517,1,163.2
10518,2,159.8
10519,1,167.4
10520,2,149.2
10521,2,149.5
10522,1,162
10523,1,172
10524,1,167
10525,2,154.7
10526,2,154.2
10527,1,172.7
10528,1,186.4
10529,2,155.2
10530,1,154.2
10531,1,163.1
10532,2,152.1
10533,1,172.4
10534,2,161.4
10535,1,179.7
10536,2,155.2
10537,1,182
10538,2,161.5
10539,2,162
10540,1,161.8
10541,2,150.7
10542,1,166.7
10543,2,163
10544,2,163
10545,2,154.1
10546,1,166.8
10547,2,160.3
10548,1,177.9
10549,2,161.9
10550,2,169.8
10551,1,167.2
10552,2,158.4
10553,2,156.3
10554,2,161.3
10555,1,166.2
10556,2,160.6
10557,1,162.3
10558,2,163
10559,2,163
10560,2,154.5
10561,1,161
10562,2,160
10563,2,167
10564,1,168
10565,2,166
10566,2,167
10567,2,163
10568,2,159
10569,2,157
10570,1,176.5
10571,2,162
10572,2,159
10573,2,160
10574,1,164.4
10575,2,160
10576,1,176.7
10577,2,158
10578,2,170
10579,2,166.4
10580,1,176.4
10581,2,161.5
10582,2,159
10583,2,157
10584,1,161.4
10585,2,152.6
10586,1,170
10587,2,153
10588,2,159
10589,2,159.7
10590,1,164.5
10591,2,157.9
10592,1,173.1
10593,1,160.4
10594,2,148.2
10595,1,172.5
10596,2,161.5
10597,2,155.4
10598,1,176.2
10599,2,158.9
10600,1,165.5
10601,2,155.2
10602,1,173.3
10603,2,151
10604,1,178.5
10605,1,170.5
10606,2,155.4
10607,1,172.5
10608,1,169
10609,2,166
10610,2,146
10611,1,176.5
10612,2,155.5
10613,2,160.2
10614,2,159.3
10615,2,151.2
10616,1,175
10617,2,154
10618,1,159.6
10619,1,164.1
10620,2,148.3
10621,2,155.3
10622,1,169
10623,2,164.6
10624,1,169
10625,1,170.8
10626,2,162.8
10627,2,152.5
10628,1,165.1
10629,2,157.6
10630,1,167
10631,2,155.6
10632,2,155.5
10633,1,163.9
10634,2,156.3
10635,2,163.5
10636,1,169
10637,1,171
10638,2,157
10639,2,148.7
10640,1,177.7
10641,2,153.4
10642,1,181.9
10643,2,154.7
10644,2,165.9
10645,1,175
10646,2,156.8
10647,1,167
10648,2,158
10649,2,158
10650,2,162
10651,1,172
10652,2,158
10653,2,142.7
10654,2,151.2
10655,1,172.8
10656,2,158
10657,1,176
10658,2,154
10659,1,185
10660,2,151
10661,1,175
10662,2,168
10663,1,170
10664,2,154.4
10665,1,173
10666,2,154
10667,2,160
10668,2,153.8
10669,1,165.7
10670,2,153
10671,1,168.2
10672,1,175
10673,1,179
10674,2,157
10675,1,171
10676,2,158.4
10677,1,172
10678,2,159
10679,1,173
10680,1,168.6
10681,2,153.6
10682,2,170.2
10683,2,161.5
10684,2,165.1
10685,1,162
10686,2,166.9
10687,2,159.8
10688,1,166.6
10689,2,150.5
10690,1,160.8
10691,2,155.1
10692,1,170.8
10693,2,157.6
10694,2,163.2
10695,2,158.4
10696,1,174.1
10697,1,170.6
10698,2,165.7
10699,2,153.9
10700,1,168
10701,2,159.3
10702,1,162.3
10703,2,157.5
10704,1,168.1
10705,1,176.8
10706,2,161.2
10707,1,175.2
10708,2,159.5
10709,1,162
10710,1,172.1
10711,2,155.5
10712,1,174.6
10713,1,170.6
10714,2,158.4
10715,2,159.5
10716,1,182.9
10717,2,157.8
10718,1,174.1
10719,2,159.6
10720,2,160.4
10721,2,152.6
10722,1,170
10723,2,155
10724,2,161
10725,2,163
10726,2,160
10727,2,149.5
10728,1,176
10729,2,161
10730,1,175.4
10731,2,158.5
10732,2,152.1
10733,1,181.1
10734,2,165
10735,2,155.3
10736,2,156.5
10737,1,164.2
10738,2,159.2
10739,2,148.6
10740,2,155.6
10741,2,160.1
10742,1,169.2
10743,2,158
10744,1,168.8
10745,2,154.3
10746,1,169.5
10747,1,175
10748,2,162
10749,1,166.4
10750,2,156
10751,1,178
10752,1,169.6
10753,2,167.6
10754,2,168.9
10755,1,169.3
10756,2,156.4
10757,1,178.6
10758,2,158.6
10759,1,171.1
10760,2,154.4
10761,1,182
10762,1,176
10763,1,173
10764,2,147
10765,2,158
10766,2,159
10767,1,172
10768,2,155.1
10769,1,160.8
10770,2,158.5
10771,1,169
10772,2,156.7
10773,2,163.9
10774,1,168.8
10775,2,159.7
10776,2,160
10777,1,177.7
10778,2,161
10779,2,155.8
10780,1,170
10781,1,175
10782,2,160
10783,1,162
10784,2,149.2
10785,1,170
10786,1,171.9
10787,2,163.5
10788,2,146.5
10789,1,173.7
10790,2,161
10791,1,173.3
10792,2,146
10793,2,165
10794,1,183
10795,2,163
10796,2,165
10797,1,170
10798,2,158.8
10799,1,172.4
10800,2,151
10801,1,169.8
10802,2,158.9
10803,2,158
10804,1,171
10805,2,152
10806,1,173
10807,2,156.7
10808,1,175
10809,2,161
10810,1,162.5
10811,2,147
10812,2,162.7
10813,1,168.5
10814,2,155.1
10815,2,158
10816,2,151.8
10817,1,166.5
10818,2,158.9
10819,1,171.8
10820,2,159.5
10821,1,163
10822,2,157
10823,1,172
10824,2,156.2
10825,1,167.5
10826,2,162
10827,2,152.1
10828,2,165.2
10829,2,160
10830,2,160.2
10831,1,183
10832,2,157.2
10833,1,169.5
10834,2,159.4
10835,2,165.2
10836,1,171.5
10837,2,151
10838,2,159.4
10839,1,166.7
10840,2,155.7
10841,2,154.6
10842,2,155.5
10843,1,168.5
10844,2,148.9
10845,1,164.2
10846,2,162
10847,1,172
10848,2,162
10849,1,170
10850,1,173
10851,2,168
10852,2,155.1
10853,1,168.5
10854,2,165
10855,1,173.2
10856,2,162.1
10857,1,169
10858,2,164
10859,1,169
10860,2,153.4
10861,1,162.5
10862,2,158.7
10863,1,168.3
10864,1,173
10865,1,167.2
10866,2,162.8
10867,2,158.4
10868,1,171.2
10869,1,162.5
10870,2,154.2
10871,1,172.4
10872,2,160.6
10873,1,165
10874,1,165
10875,1,180
10876,2,158
10877,2,160
10878,1,165.5
10879,2,152.7
10880,2,151.8
10881,2,161.8
10882,2,161.8
10883,2,147.2
10884,1,179.5
10885,2,155.4
10886,2,158.5
10887,2,159.5
10888,1,174.9
10889,2,163.6
10890,2,158.5
10891,1,176.1
10892,2,166.5
10893,2,156.4
10894,1,162.8
10895,2,155.4
10896,1,170.4
10897,2,158.5
10898,1,167.5
10899,2,158.2
10900,2,157
10901,2,153.8
10902,1,181.5
10903,2,165.5
10904,1,170.5
10905,2,155.2
10906,1,171
10907,2,153.3
10908,1,178.2
10909,2,163
10910,2,158.8
10911,1,169.1
10912,2,160.2
10913,1,171.2
10914,2,163.5
10915,1,174.3
10916,2,174.8
10917,1,174.7
10918,2,166.4
10919,2,155.4
10920,1,166.6
10921,2,153.4
10922,1,169.1
10923,1,172.7
10924,2,155.8
10925,1,160.2
10926,2,144.4
10927,1,173.3
10928,2,152
10929,1,170.8
10930,1,171.5
10931,2,159.7
10932,1,165.6
10933,2,151.3
10934,2,159.2
10935,2,145.3
10936,1,156.5
10937,2,151.9
10938,1,170.8
10939,2,154.6
10940,1,171.8
10941,2,159.2
10942,1,165.8
10943,2,163.4
10944,2,150.5
10945,1,174.4
10946,1,167.4
10947,1,172.7
10948,1,165.5
10949,1,169.3
10950,2,163
10951,1,165.8
10952,2,145.5
10953,2,156.7
10954,1,162.7
10955,2,138.8
10956,2,159.9
10957,1,163
10958,2,159.8
10959,2,151
10960,1,170
10961,2,165
10962,1,170
10963,2,153
10964,1,171
10965,2,163.2
10966,1,164
10967,2,157
10968,2,165.4
10969,2,157
10970,1,175.2
10971,2,153.2
10972,1,172
10973,2,163
10974,2,167
10975,2,165
10976,2,151
10977,2,153.5
10978,1,172.5
10979,2,149.2
10980,2,154.8
10981,1,176.8
10982,2,156.2
10983,2,157.5
10984,1,157.5
10985,2,159.4
10986,2,156
10987,2,154.3
10988,1,161.7
10989,2,157.6
10990,2,149.2
10991,1,170.1
10992,2,155.1
10993,1,171.2
10994,2,159.3
10995,1,173.5
10996,2,147.8
10997,1,170.2
10998,1,166.7
10999,1,174
11000,2,153.5
11001,1,169.4
11002,1,177.5
11003,2,167
11004,2,163
11005,1,168
11006,2,153
11007,1,166.5
11008,2,155.1
11009,1,163.3
11010,2,158.1
11011,1,175.4
11012,1,163.8
11013,2,160.8
11014,1,172.3
11015,2,154
11016,2,161.8
11017,1,176.8
11018,2,158.3
11019,1,164.1
11020,2,163.3
11021,1,172.5
11022,1,160.1
11023,2,146.4
11024,1,169
11025,2,156
11026,1,163.9
11027,2,160
11028,2,154.6
11029,2,158.2
11030,2,158.5
11031,1,164.3
11032,2,156.9
11033,1,166
11034,1,161.9
11035,2,153.7
11036,2,153.3
11037,1,172
11038,2,158
11039,1,174.9
11040,2,158.9
11041,2,166.2
11042,1,182
11043,2,155.3
11044,2,154.4
11045,1,174
11046,1,170
11047,2,158
11048,2,164
11049,1,162
11050,2,157
11051,1,158.7
11052,2,162.6
11053,1,168.3
11054,2,158.9
11055,1,171.3
11056,2,164.8
11057,1,180
11058,2,158.5
11059,2,157.1
11060,1,178
11061,1,172
11062,1,171.2
11063,2,167.3
11064,2,151.5
11065,2,154.1
11066,1,161.3
11067,2,151.2
11068,1,183.5
11069,2,167.6
11070,2,158.6
11071,2,168.7
11072,2,166.2
11073,1,177
11074,2,162.8
11075,1,163.7
11076,2,159.7
11077,2,159.8
11078,2,166.4
11079,1,175.2
11080,1,173.1
11081,1,170.5
11082,2,167.3
11083,1,169.3
11084,2,159.6
11085,1,171.1
11086,1,171.5
11087,2,156.9
11088,1,174
11089,1,168.8
11090,2,161.6
11091,1,173.5
11092,2,166
11093,2,163.5
11094,1,161.5
11095,2,166.1
11096,1,174
11097,2,156.7
11098,2,161
11099,2,152.3
11100,2,156.5
11101,2,164.2
11102,1,174
11103,1,186.6
11104,1,172
11105,2,158
11106,1,174.2
11107,2,156.6
11108,1,161.6
11109,2,153.8
11110,2,161.2
11111,1,167
11112,2,157.1
11113,1,169
11114,2,151
11115,1,162.2
11116,2,160.1
11117,2,158
11118,1,165
11119,2,156.8
11120,1,176
11121,1,174
11122,1,173
11123,2,159.8
11124,1,177.4
11125,1,152.3
11126,2,142.3
11127,1,176.9
11128,2,132.2
11129,1,167.6
11130,2,153.5
11131,2,160
11132,2,167
11133,1,170
11134,2,155
11135,1,166
11136,2,159
11137,2,162.8
11138,2,145.9
11139,1,152.6
11140,2,153
11141,1,173.1
11142,2,163.1
11143,2,163.6
11144,1,181.3
11145,1,166.8
11146,2,157.1
11147,1,153
11148,2,153
11149,1,169.7
11150,1,170
11151,1,175
11152,2,156
11153,1,179.5
11154,2,156
11155,1,173.3
11156,2,157.4
11157,1,161.6
11158,2,158.1
11159,1,175.9
11160,2,158
11161,1,168
11162,2,147.2
11163,1,175.6
11164,2,140.8
11165,1,167.1
11166,2,150.7
11167,1,174.2
11168,1,165.7
11169,2,144.8
11170,1,173.5
11171,1,174.5
11172,1,159.6
11173,2,154.5
11174,2,159.4
11175,1,168.8
11176,2,163.2
11177,1,169
11178,2,161.8
11179,1,170.3
11180,2,156.4
11181,1,175.3
11182,2,160.4
11183,1,165.4
11184,2,158
11185,1,162.6
11186,1,164.8
11187,2,151.6
11188,2,163.3
11189,2,146.5
11190,2,156.3
11191,2,163.3
11192,2,156.6
11193,1,176.7
11194,1,157.4
11195,2,159.2
11196,1,168
11197,2,145
11198,2,156.7
11199,1,172.3
11200,2,159.3
11201,2,152
11202,1,177.7
11203,2,161
11204,1,165.8
11205,2,155.8
11206,2,151.8
11207,1,177.6
11208,2,148.7
11209,1,171.7
11210,2,147.6
11211,1,172.1
11212,2,163.1
11213,1,180.1
11214,2,161.3
11215,1,180.5
11216,1,178.7
11217,2,163.7
11218,2,154.1
11219,2,162
11220,2,157
11221,1,173.8
11222,2,156.9
11223,2,163.4
11224,1,160.2
11225,2,155.4
11226,1,164
11227,2,153
11228,2,155.5
11229,1,165.5
11230,1,177.7
11231,2,160.5
11232,1,169.6
11233,1,170.9
11234,2,159.5
11235,1,168.4
11236,2,157.6
11237,1,179.2
11238,2,158.7
11239,2,171
11240,1,173.3
11241,2,166.7
11242,1,162.5
11243,2,157.8
11244,1,170.8
11245,2,157.3
11246,2,161.3
11247,1,157.1
11248,2,165
11249,1,174.1
11250,2,163.6
11251,2,165.7
11252,2,148.4
11253,2,150
11254,2,162
11255,1,161.5
11256,2,152.1
11257,1,163.5
11258,2,155.3
11259,1,171.3
11260,1,171.6
11261,1,164.6
11262,2,157
11263,2,150
11264,2,152.2
11265,2,158.1
11266,1,164.8
11267,2,159.7
11268,2,162.5
11269,1,171.8
11270,1,166.7
11271,2,158.3
11272,2,158.2
11273,1,159.7
11274,2,160.8
11275,2,159.2
11276,1,176.9
11277,2,159.4
11278,1,167.5
11279,2,163.4
11280,1,175.2
11281,2,161.3
11282,2,156.3
11283,1,162.5
11284,2,159
11285,2,152.1
11286,1,166.3
11287,2,151.7
11288,1,167.5
11289,2,154.4
11290,1,173.3
11291,2,165.2
11292,2,161.8
11293,1,170
11294,2,156.3
11295,2,156.7
11296,1,174
11297,2,161
11298,1,172.7
11299,2,153.9
11300,1,170
11301,2,161.8
11302,1,181.6
11303,2,161.1
11304,2,157.2
11305,2,155.8
11306,1,169.1
11307,2,156
11308,1,172.9
11309,2,167.1
11310,1,162.1
11311,2,160.5
11312,2,164.7
11313,1,159.6
11314,2,150.5
11315,2,159.7
11316,1,160.2
11317,2,154.9
11318,1,173.3
11319,2,161.5
11320,1,167.3
11321,2,154.8
11322,1,176.9
11323,2,158.6
11324,1,175.1
11325,2,161.7
11326,2,157.6
11327,1,175.5
11328,2,156.6
11329,2,165.5
11330,2,162.7
11331,1,164.5
11332,2,157.8
11333,1,173.2
11334,1,177.3
11335,2,155.9
11336,1,183.4
11337,2,165.6
11338,1,161.4
11339,2,158.4
11340,2,169.8
11341,2,163
11342,1,164.6
11343,2,150.5
11344,2,164
11345,2,169.6
11346,1,177.6
11347,2,145.5
11348,1,170
11349,2,163
11350,2,163
11351,1,175
11352,1,168.4
11353,2,150.8
11354,2,147.4
11355,1,170.4
11356,2,152.7
11357,1,163.7
11358,1,165
11359,2,152.7
11360,2,160
11361,1,178
11362,1,171.2
11363,2,158.8
11364,1,180
11365,2,165.9
11366,2,155.6
11367,1,167.7
11368,2,155.2
11369,1,168
11370,2,159
11371,1,185.7
11372,2,159.1
11373,2,159
11374,1,164.5
11375,2,156
11376,1,168
11377,2,165.3
11378,1,181.7
11379,2,159.6
11380,1,173.4
11381,2,157.3
11382,2,152.5
11383,1,174.5
11384,2,156
11385,1,180
11386,1,177
11387,2,159
11388,1,165.7
11389,2,167.6
11390,2,159
11391,2,164
11392,1,174
11393,1,162
11394,2,158.6
11395,2,165.8
11396,2,151.4
11397,2,153.3
11398,2,150
11399,1,185.4
11400,2,156.8
11401,1,167
11402,2,155
11403,2,160
11404,1,171
11405,1,183.3
11406,2,155.4
11407,2,157.2
11408,1,173
11409,2,157.4
11410,1,165
11411,2,156
11412,2,152.6
11413,1,162.7
11414,2,148
11415,1,158.4
11416,1,167
11417,1,172
11418,1,180.1
11419,1,169
11420,2,157.1
11421,2,155
11422,2,153.2
11423,2,147.6
11424,1,173
11425,2,156
11426,1,171
11427,1,174
11428,2,156.7
11429,1,180
11430,2,160.2
11431,2,159.5
11432,2,166.5
11433,2,158.2
11434,1,167
11435,2,152.7
11436,1,175.2
11437,1,178.2
11438,2,166.6
11439,1,150.6
11440,2,145.3
11441,1,172.7
11442,1,172
11443,2,157.8
11444,1,171
11445,2,168.1
11446,2,155.9
11447,1,173.8
11448,2,153
11449,2,161.3
11450,2,157.4
11451,1,174.5
11452,2,147.1
11453,2,151.4
11454,2,158.2
11455,1,166.5
11456,2,156.4
11457,1,174.5
11458,2,163.8
11459,1,173.2
11460,2,161.4
11461,1,166.1
11462,1,159
11463,2,155.4
11464,1,172
11465,2,151
11466,1,182
11467,2,151.9
11468,2,156.2
11469,1,163.4
11470,2,158.4
11471,1,168.5
11472,1,166.1
11473,2,167.7
11474,2,162.3
11475,1,168.7
11476,2,152
11477,2,161.2
11478,1,160.9
11479,2,155.9
11480,1,165.6
11481,1,169.4
11482,1,165.2
11483,2,157.7
11484,1,170
11485,2,149.2
11486,2,158.1
11487,1,166
11488,2,161
11489,1,176
11490,1,173
11491,1,169.6
11492,2,155
11493,1,175.9
11494,2,160
11495,2,170.3
11496,2,152.5
11497,2,156.1
11498,2,159.8
11499,2,147.6
11500,2,158.3
11501,2,163.2
11502,1,167
11503,2,157.1
11504,1,171.2
11505,2,165.7
11506,2,150.9
11507,1,166
11508,2,150
11509,1,167.9
11510,2,162.2
11511,2,170
11512,2,159.9
11513,1,166.3
11514,2,157.5
11515,2,157.2
11516,1,173.5
11517,1,168.3
11518,2,157
11519,1,170
11520,2,158.1
11521,1,169.6
11522,2,154.6
11523,2,162.1
11524,2,170.9
11525,2,161.4
11526,2,148.4
11527,1,171
11528,1,174.6
11529,2,152.6
11530,1,164.1
11531,2,159
11532,2,161.6
11533,1,188.9
11534,1,167.2
11535,1,167
11536,2,161.5
11537,1,168.4
11538,2,156.6
11539,2,151.8
11540,1,171.3
11541,1,171.3
11542,2,154
11543,1,163.5
11544,2,154.6
11545,2,160.4
11546,2,156.5
11547,1,166
11548,2,159.4
11549,1,174.5
11550,2,155.5
11551,1,174
11552,2,158
11553,2,147.8
11554,1,182.3
11555,1,170
11556,2,153.5
11557,1,172.5
11558,2,158
11559,1,172
11560,2,156
11561,1,174.9
11562,2,160.1
11563,1,175.1
11564,2,151.6
11565,1,169.2
11566,2,158.1
11567,1,164
11568,1,176.5
11569,2,149.3
11570,2,150.9
11571,2,153.3
11572,1,179.2
11573,2,162.6
11574,1,175.6
11575,2,152.2
11576,2,163.2
11577,1,176.7
11578,2,161.3
11579,1,183.4
11580,1,172.4
11581,2,156.8
11582,1,165.8
11583,2,149.8
11584,1,170.7
11585,1,178.8
11586,2,158.2
11587,1,170.7
11588,2,154.5
11589,1,179.9
11590,1,169.8
11591,2,149.4
11592,1,163.8
11593,1,178.9
11594,2,155.8
11595,1,170.6
11596,2,159.3
11597,2,149.2
11598,1,169.8
11599,2,157
11600,1,168.9
11601,2,162.4
11602,1,176.4
11603,2,153.1
11604,1,169.9
11605,1,165.7
11606,2,144.8
11607,2,157.6
11608,1,174.7
11609,1,162.6
11610,1,173
11611,2,163.2
11612,1,173
11613,2,156.4
11614,1,159.2
11615,2,159.1
11616,2,152.6
11617,2,164.1
11618,2,171.3
11619,1,160.9
11620,2,152.6
11621,1,174
11622,2,141.2
11623,1,171
11624,2,156.4
11625,1,166.7
11626,2,165.6
11627,2,164.7
11628,1,165.8
11629,2,163.1
11630,2,164.5
11631,2,157.5
11632,1,171.3
11633,1,164.2
11634,1,161.2
11635,2,146.5
11636,1,164.1
11637,2,160
11638,1,167.3
11639,2,151.8
11640,2,163.1
11641,2,148.5
11642,1,163.4
11643,2,150.8
11644,1,168.2
11645,2,161.8
11646,1,177.2
11647,2,161.4
11648,1,171.5
11649,2,159.9
11650,2,156.6
11651,2,164.5
11652,1,174.2
11653,2,159.1
11654,1,173.4
11655,2,160.4
11656,1,175.2
11657,2,159.1
11658,1,172.9
11659,2,157.8
11660,2,168
11661,1,169.3
11662,2,152.3
11663,2,153.6
11664,2,157.3
11665,1,175.1
11666,2,170.2
11667,1,169.1
11668,2,162.9
11669,1,172.7
11670,2,157.5
11671,1,174.4
11672,2,156.5
11673,1,177.3
11674,2,159.5
11675,1,164.7
11676,2,150.9
11677,1,168.1
11678,2,160.9
11679,1,169.5
11680,2,154.5
11681,1,177.6
11682,1,159.8
11683,2,156.6
11684,2,157.1
11685,2,158.6
11686,1,174.5
11687,2,166.3
11688,1,174
11689,2,154
11690,1,171.5
11691,2,160.3
11692,2,153.8
11693,2,161.2
11694,2,156
11695,1,172.2
11696,1,171
11697,2,162.5
11698,2,154.7
11699,1,179.9
11700,1,168.3
11701,1,175.6
11702,2,157.7
11703,1,166
11704,2,152.5
11705,2,159
11706,1,175
11707,2,160
11708,1,179
11709,2,162.5
11710,2,165.5
11711,1,164.3
11712,2,162.2
11713,1,171.5
11714,1,178.9
11715,1,174
11716,2,154.1
11717,1,167.1
11718,2,151.7
11719,1,169.6
11720,1,161.5
11721,2,146.4
11722,1,169.7
11723,1,167.8
11724,2,154.2
11725,1,181.5
11726,2,155.8
11727,2,150.2
11728,1,171.7
11729,1,172.7
11730,1,161.5
11731,2,153.9
11732,1,163.3
11733,2,156.6
11734,2,146.5
11735,1,176.8
11736,1,168.1
11737,2,159.8
11738,2,156.8
11739,1,179.1
11740,2,156.6
11741,2,159.5
11742,2,162.2
11743,1,174
11744,2,165.5
11745,1,169.3
11746,2,150.8
11747,1,170.5
11748,1,168.2
11749,1,161.6
11750,1,166.6
11751,2,152.3
11752,1,164.1
11753,1,173.6
11754,2,163.4
11755,1,177.8
11756,2,143.6
11757,2,159.8
11758,1,177
11759,2,158.4
11760,2,151.2
11761,2,163.6
11762,2,162.3
11763,1,162.1
11764,2,157
11765,1,186.1
11766,2,157.8
11767,2,154.9
11768,1,171.6
11769,1,166.9
11770,2,154.6
11771,1,180
11772,2,161
11773,1,167.7
11774,2,153.9
11775,2,165.3
11776,2,163.9
11777,1,169.3
11778,2,151.2
11779,1,177.6
11780,2,149.2
11781,2,163
11782,1,170.5
11783,2,151
11784,1,173
11785,2,162.8
11786,1,179.7
11787,2,158.3
11788,1,165.7
11789,2,154
11790,1,174.1
11791,2,172.5
11792,2,158.6
11793,1,172.6
11794,2,165.7
11795,1,175.8
11796,1,167.9
11797,2,152.7
11798,1,172.6
11799,2,158.2
11800,1,163.5
11801,2,159.9
11802,1,162
11803,2,153.8
11804,1,166.5
11805,1,172.2
11806,1,173.5
11807,2,156.8
11808,2,157.6
11809,1,171
11810,1,171.5
11811,2,155.9
11812,2,166
11813,1,168.7
11814,1,176.5
11815,1,166.9
11816,2,146.2
11817,2,146.8
11818,1,166.4
11819,2,153.5
11820,2,151
11821,2,154.9
11822,1,175.6
11823,2,160.4
11824,1,161.9
11825,1,170.9
11826,2,155.9
11827,1,168.7
11828,2,160.5
11829,1,173.6
11830,2,167.1
11831,1,160
11832,2,155.5
11833,1,169
11834,2,158.7
11835,2,149.9
11836,1,163.1
11837,2,161.9
11838,1,165.4
11839,2,151.9
11840,1,177.2
11841,2,157.7
11842,2,163.4
11843,1,159
11844,2,152
11845,1,168.4
11846,2,158.1
11847,1,158.3
11848,2,148.7
11849,1,183.5
11850,2,160.6
11851,2,162.6
11852,1,170.4
11853,2,158.4
11854,1,168.5
11855,2,168
11856,1,169.7
11857,2,167
11858,1,174.4
11859,2,161.3
11860,1,176.1
11861,2,152.3
11862,1,159.3
11863,2,145.5
11864,2,162.5
11865,1,185.1
11866,2,154.2
11867,1,164
11868,2,159.8
11869,2,154
11870,1,178.4
11871,2,161
11872,1,178.6
11873,2,163.6
11874,1,168.2
11875,2,163.5
11876,2,160.3
11877,1,169.3
11878,2,156.8
11879,1,177.8
11880,2,154.5
11881,1,165.7
11882,2,156.9
11883,1,171.5
11884,2,160
11885,1,171.7
11886,2,158.9
11887,1,163.1
11888,2,156
11889,1,179
11890,2,163
11891,1,165.7
11892,2,169.3
11893,2,161.7
11894,1,180.6
11895,2,161.2
11896,2,155.2
11897,1,181.1
11898,2,157.9
11899,1,169.6
11900,2,157.5
11901,1,170.1
11902,2,170
11903,2,152.4
11904,2,152.4
11905,2,150.9
11906,1,184.1
11907,1,155.4
11908,2,157
11909,2,151.1
11910,1,158.7
11911,2,155
11912,2,143.1
11913,1,171.8
11914,2,168.3
11915,1,162.8
11916,1,168.7
11917,2,153
11918,1,175.7
11919,1,171.1
11920,2,165.1
11921,1,173.6
11922,2,146.7
11923,2,158.7
11924,1,166
11925,2,163.8
11926,1,164.8
11927,2,153.4
11928,1,161.6
11929,1,162.4
11930,2,159
11931,1,177.7
11932,2,157.7
11933,1,160.1
11934,2,144.2
11935,1,167.2
11936,2,145.7
11937,1,170.6
11938,2,160.2
11939,1,162.3
11940,2,146.9
11941,2,152.8
11942,1,160.5
11943,2,159.3
11944,1,179.1
11945,2,162
11946,1,163.8
11947,2,149.2
11948,2,155.8
11949,1,167.5
11950,2,157.2
11951,1,174.2
11952,2,159.3
11953,1,174.9
11954,2,154.6
11955,1,167.4
11956,2,163.2
11957,1,173.5
11958,2,162.1
11959,2,169
11960,2,151.2
11961,2,162.9
11962,1,162.8
11963,2,153.3
11964,1,169.5
11965,2,158.8
11966,2,154.2
11967,1,172.9
11968,2,157.9
11969,2,158.6
11970,2,160.5
11971,2,155.7
11972,2,154.1
11973,2,156.8
11974,1,163
11975,1,177.7
11976,2,167.7
11977,1,179.3
11978,1,167.9
11979,2,165
11980,1,157.9
11981,2,152.9
11982,2,164.4
11983,1,165
11984,2,153.9
11985,2,163.7
11986,1,175.6
11987,2,165.2
11988,1,174.5
11989,2,163.2
11990,1,163
11991,2,152.2
11992,1,168.3
11993,1,174.4
11994,2,157.1
11995,1,165.1
11996,2,153
11997,2,157.1
11998,2,162.5
11999,2,152.6
12000,1,171.7
12001,1,170.2
12002,2,151.2
12003,2,160.2
12004,2,157.2
12005,1,170.3
12006,2,156.1
12007,1,171.6
12008,1,168.3
12009,2,149.8
12010,2,167.4
12011,2,160.4
12012,1,174.7
12013,2,151.4
12014,1,173.6
12015,2,155.4
12016,2,157.8
12017,2,149.3
12018,2,160.4
12019,1,165.6
12020,2,154.7
12021,1,166.2
12022,2,153.8
12023,1,171.1
12024,1,153
12025,1,165.4
12026,2,155
12027,1,174.3
12028,1,175
12029,2,158.5
12030,1,172.1
12031,2,160.3
12032,1,168.5
12033,2,152.4
12034,2,157.1
12035,1,153.6
12036,2,160.1
12037,2,159.9
12038,1,163.5
12039,2,158.2
12040,1,171.4
12041,2,155.1
12042,2,155.6
12043,1,162.2
12044,2,165.1
12045,1,170.5
12046,2,162.3
12047,1,158.6
12048,2,157.5
12049,2,163.5
12050,1,170.8
12051,2,161.9
12052,1,166.4
12053,2,159.1
12054,1,164.7
12055,2,153.7
12056,1,174
12057,2,158.2
12058,2,153.8
12059,1,166.3
12060,2,160.9
12061,1,170.9
12062,2,162.9
12063,1,168.5
12064,2,166.3
12065,1,162.7
12066,2,155.2
12067,1,171.1
12068,2,166.1
12069,1,170.6
12070,2,150
12071,1,168.3
12072,2,159.7
12073,1,176.5
12074,2,155.2
12075,1,167.6
12076,2,157.9
12077,1,170.8
12078,1,178
12079,2,155.2
12080,1,163.1
12081,2,159.3
12082,1,169.1
12083,2,148.8
12084,1,165.3
12085,2,159.4
12086,1,165
12087,2,152.8
12088,1,156.4
12089,2,163.1
12090,1,158.7
12091,2,155
12092,1,171.8
12093,2,162.9
12094,2,157.3
12095,1,173.6
12096,2,154.4
12097,2,169
12098,1,168.3
12099,2,152.7
12100,1,165.3
12101,1,168
12102,2,154.2
12103,1,169.7
12104,2,155.6
12105,2,156.1
12106,1,162.4
12107,2,165.9
12108,1,162.4
12109,2,154.3
12110,1,165.3
12111,1,163.7
12112,2,145
12113,2,152.5
12114,1,180.5
12115,1,175.1
12116,2,156.1
12117,2,155.9
12118,1,174.8
12119,2,150.6
12120,1,173.6
12121,2,150.3
12122,1,167.4
12123,1,159.9
12124,2,144.3
12125,1,155.7
12126,2,152.8
12127,1,166.4
12128,1,165.1
12129,2,154.7
12130,2,153.1
12131,2,153.2
